FLex_Sensor1,FLex_Sensor2,FLex_Sensor3,FLex_Sensor4,FLex_Sensor5,Orient_Y,Orient_Z,Gyro_Y,Gyro_Z,Accel_Y,Accel_Z,timestamp
-101.00,-58.00,-96.00,41.00,-29.00,-30.31,32.63,0.05,-0.03,-4.63,7.30,2023-11-28 19:43:26
-100.00,-58.00,-96.00,42.00,38.00,-30.50,32.75,0.09,0.02,-4.53,7.13,2023-11-28 19:43:26
-96.00,-58.00,-96.00,39.00,0.00,-30.94,32.50,0.15,0.09,-4.42,7.11,2023-11-28 19:43:26
-98.00,-58.00,-96.00,38.00,-25.00,-31.31,32.13,0.15,0.05,-4.36,7.17,2023-11-28 19:43:26
-99.00,-58.00,-96.00,37.00,48.00,-31.75,31.75,0.12,0.07,-4.34,7.20,2023-11-28 19:43:26
-96.00,-58.00,-96.00,36.00,-3.00,-32.19,31.44,0.15,0.12,-4.20,7.30,2023-11-28 19:43:26
-101.00,-58.00,-96.00,37.00,-19.00,-32.94,31.50,0.20,0.16,-4.25,7.33,2023-11-28 19:43:26
-96.00,-58.00,-96.00,52.00,8.00,-33.94,32.75,0.41,0.18,-4.27,7.34,2023-11-28 19:43:27
-97.00,-58.00,-96.00,77.00,9.00,-36.00,35.69,1.15,0.20,-4.79,7.15,2023-11-28 19:43:27
-101.00,-58.00,-96.00,80.00,-4.00,-40.06,41.56,1.33,0.47,-4.61,5.90,2023-11-28 19:43:27
-97.00,-58.00,-96.00,80.00,121.00,-42.63,45.75,0.50,0.30,-5.28,5.03,2023-11-28 19:43:27
-96.00,-58.00,-96.00,78.00,7.00,-43.00,48.00,-0.31,0.01,-5.05,4.27,2023-11-28 19:43:27
-100.00,-58.00,-96.00,76.00,-23.00,-42.25,48.63,-0.52,0.06,-5.41,4.72,2023-11-28 19:43:27
-99.00,9.00,25.00,43.00,58.00,-57.50,26.44,-0.02,-0.00,-2.31,4.81,2023-11-28 19:43:35
-95.00,9.00,25.00,43.00,-3.00,-57.44,26.44,0.01,-0.00,-2.29,4.85,2023-11-28 19:43:35
-101.00,9.00,25.00,42.00,-12.00,-57.44,26.44,-0.01,-0.00,-2.33,4.81,2023-11-28 19:43:35
-94.00,9.00,26.00,40.00,-2.00,-57.44,26.44,0.01,0.00,-2.29,4.76,2023-11-28 19:43:36
-98.00,8.00,25.00,43.00,-31.00,-57.44,26.44,-0.01,-0.01,-2.30,4.78,2023-11-28 19:43:36
-101.00,9.00,26.00,43.00,17.00,-57.44,26.44,-0.01,-0.00,-2.33,4.83,2023-11-28 19:43:36
-95.00,9.00,25.00,42.00,-4.00,-57.44,26.44,0.02,0.01,-2.31,4.79,2023-11-28 19:43:36
-101.00,9.00,25.00,44.00,-29.00,-57.44,26.44,-0.02,-0.00,-2.30,4.81,2023-11-28 19:43:36
-94.00,9.00,25.00,42.00,11.00,-57.44,26.44,-0.01,-0.01,-2.29,4.84,2023-11-28 19:43:36
-98.00,9.00,26.00,43.00,-30.00,-57.44,26.50,0.00,-0.01,-2.37,4.83,2023-11-28 19:43:36
-101.00,8.00,25.00,43.00,11.00,-57.50,26.56,0.03,0.01,-2.27,4.81,2023-11-28 19:43:36
-95.00,9.00,26.00,42.00,-2.00,-57.56,26.69,0.02,0.00,-2.33,4.75,2023-11-28 19:43:36
-101.00,9.00,26.00,43.00,-14.00,-57.63,26.75,0.01,-0.01,-2.29,4.78,2023-11-28 19:43:36
-96.00,9.00,26.00,43.00,103.00,-57.63,26.87,0.02,-0.01,-2.40,4.80,2023-11-28 19:43:36
-95.00,9.00,26.00,43.00,-5.00,-57.75,27.25,0.09,-0.02,-2.28,4.86,2023-11-28 19:43:36
-101.00,23.00,41.00,59.00,1.00,-58.06,28.62,0.34,-0.09,-2.52,4.66,2023-11-28 19:43:36
-93.00,61.00,58.00,83.00,17.00,-58.63,32.38,0.10,-0.06,-2.73,4.84,2023-11-28 19:43:36
-95.00,96.00,68.00,89.00,10.00,-59.25,36.81,0.43,0.04,-3.44,4.19,2023-11-28 19:43:36
-101.00,103.00,69.00,88.00,3.00,-60.50,42.31,0.51,-0.06,-3.31,3.46,2023-11-28 19:43:36
-94.00,108.00,70.00,85.00,10.00,-61.94,47.13,0.65,0.13,-3.31,2.91,2023-11-28 19:43:36
-96.00,112.00,71.00,82.00,12.00,-64.19,50.50,0.87,0.47,-3.21,2.49,2023-11-28 19:43:36
-98.00,111.00,69.00,80.00,124.00,-67.06,52.31,0.54,0.50,-2.92,2.60,2023-11-28 19:43:37
-95.00,111.00,69.00,83.00,13.00,-68.12,53.75,-0.01,0.09,-3.15,2.26,2023-11-28 19:43:37
-101.00,109.00,67.00,81.00,-1.00,-68.25,53.50,-0.03,0.12,-2.79,2.33,2023-11-28 19:43:37
-94.00,105.00,67.00,79.00,70.00,-68.44,53.06,-0.10,0.04,-3.08,2.28,2023-11-28 19:43:37
-95.00,99.00,65.00,78.00,9.00,-68.25,52.00,-0.13,0.04,-2.94,2.26,2023-11-28 19:43:37
-101.00,92.00,63.00,78.00,-27.00,-67.25,48.19,-0.80,-0.39,-2.81,2.23,2023-11-28 19:43:37
-99.00,54.00,54.00,81.00,124.00,-62.38,41.13,-1.87,-0.91,-3.29,2.92,2023-11-28 19:43:37
-95.00,26.00,39.00,69.00,9.00,-55.75,30.94,-2.01,-0.51,-2.07,4.74,2023-11-28 19:43:37
-101.00,14.00,30.00,47.00,-1.00,-49.38,26.00,-2.55,-0.79,-2.73,6.18,2023-11-28 19:43:37
-94.00,10.00,28.00,42.00,-1.00,-40.38,22.56,-2.51,-0.77,-2.72,7.30,2023-11-28 19:43:37
-101.00,8.00,26.00,34.00,-33.00,-32.31,20.50,-2.28,-0.66,-2.76,7.81,2023-11-28 19:43:37
-99.00,7.00,25.00,32.00,40.00,-26.44,19.69,-1.74,-0.69,-2.75,8.41,2023-11-28 19:43:37
-94.00,7.00,24.00,27.00,-7.00,-20.25,19.56,-1.59,-0.68,-2.85,8.46,2023-11-28 19:43:37
