FLex_Sensor1,FLex_Sensor2,FLex_Sensor3,FLex_Sensor4,FLex_Sensor5,Orient_Y,Orient_Z,Gyro_Y,Gyro_Z,Accel_Y,Accel_Z,timestamp
-101.00,-58.00,-96.00,50.00,1.00,-19.25,23.94,0.04,-0.00,-3.52,8.52,2023-11-28 19:41:12
-106.00,-58.00,-96.00,58.00,12.00,-19.06,24.87,-0.08,-0.04,-3.90,8.74,2023-11-28 19:41:12
-101.00,-58.00,-96.00,70.00,12.00,-19.06,26.19,0.02,-0.05,-3.91,8.35,2023-11-28 19:41:12
-101.00,-58.00,-96.00,73.00,-1.00,-19.06,27.00,-0.01,-0.08,-4.28,8.41,2023-11-28 19:41:12
-94.00,-58.00,-96.00,72.00,46.00,-18.94,27.25,-0.02,-0.03,-4.20,8.17,2023-11-28 19:41:12
-95.00,-58.00,-96.00,67.00,10.00,-18.81,26.87,-0.06,0.02,-4.39,8.43,2023-11-28 19:41:12
-101.00,-58.00,-96.00,64.00,0.00,-18.94,26.31,0.03,0.07,-3.95,8.54,2023-11-28 19:41:12
-95.00,-58.00,-96.00,80.00,13.00,-19.19,26.56,-0.11,0.19,-4.19,8.49,2023-11-28 19:41:12
-98.00,-58.00,-96.00,94.00,-16.00,-19.31,27.12,0.05,0.01,-4.22,8.57,2023-11-28 19:41:13
-102.00,-58.00,-96.00,110.00,126.00,-19.19,28.69,-0.12,0.06,-4.27,8.22,2023-11-28 19:41:13
-95.00,-58.00,-96.00,113.00,24.00,-18.62,29.19,-0.07,0.08,-4.13,7.91,2023-11-28 19:41:13
-99.00,-58.00,-96.00,114.00,-15.00,-17.87,30.44,-0.55,-0.00,-4.97,8.46,2023-11-28 19:41:13
-101.00,-58.00,-96.00,110.00,53.00,-16.50,31.37,-0.28,-0.23,-5.25,7.92,2023-11-28 19:41:13
-106.00,-58.00,-96.00,97.00,23.00,-16.44,31.31,0.28,-0.29,-4.62,7.73,2023-11-28 19:41:13
-106.00,-58.00,-96.00,92.00,0.00,-16.75,30.19,0.34,-0.16,-4.87,8.01,2023-11-28 19:41:13
-100.00,-58.00,-96.00,71.00,54.00,-17.19,26.31,0.14,0.08,-3.84,8.18,2023-11-28 19:41:13
-95.00,-58.00,-96.00,51.00,1.00,-17.37,23.56,0.11,0.01,-3.63,9.06,2023-11-28 19:41:13
-101.00,-58.00,-96.00,44.00,-7.00,-17.56,22.62,-0.09,-0.02,-3.43,9.26,2023-11-28 19:41:13
-102.00,-58.00,-96.00,43.00,4.00,-17.06,22.75,-0.12,-0.10,-3.54,9.12,2023-11-28 19:41:13
-106.00,-58.00,-96.00,53.00,-7.00,-16.62,23.00,-0.15,-0.07,-3.46,8.52,2023-11-28 19:41:13
-101.00,-58.00,-96.00,71.00,5.00,-16.25,24.75,-0.05,-0.18,-4.15,8.61,2023-11-28 19:41:13
-104.00,-58.00,-96.00,87.00,29.00,-15.88,26.25,0.01,-0.08,-4.02,8.48,2023-11-28 19:41:13
-101.00,-58.00,-96.00,97.00,22.00,-15.81,28.00,0.12,-0.15,-4.36,8.44,2023-11-28 19:41:13
-101.00,-58.00,-96.00,104.00,47.00,-16.12,29.56,0.26,-0.11,-4.73,8.30,2023-11-28 19:41:13
-95.00,-58.00,-96.00,98.00,24.00,-16.19,30.25,-0.01,-0.04,-4.99,8.46,2023-11-28 19:41:13
-100.00,-58.00,-96.00,87.00,-18.00,-16.50,31.50,0.20,-0.32,-4.92,7.94,2023-11-28 19:41:13
-96.00,-58.00,-96.00,85.00,71.00,-16.75,32.38,0.29,0.11,-5.27,8.15,2023-11-28 19:41:14
-96.00,-58.00,-96.00,82.00,11.00,-18.25,31.62,0.39,0.28,-4.52,8.07,2023-11-28 19:41:14
-101.00,-58.00,-96.00,79.00,-5.00,-19.31,30.94,0.09,0.11,-4.59,8.23,2023-11-28 19:41:14
-97.00,-58.00,-96.00,78.00,102.00,-19.12,30.37,-0.16,0.03,-4.55,8.30,2023-11-28 19:41:14
-96.00,-58.00,-96.00,74.00,9.00,-18.62,30.19,-0.22,-0.03,-4.44,8.15,2023-11-28 19:41:14
-100.00,-58.00,-96.00,72.00,-21.00,-17.25,29.69,-0.78,0.12,-5.00,8.01,2023-11-28 19:41:14
-101.00,-58.00,-96.00,59.00,18.00,-16.06,24.69,-0.38,0.32,-3.73,8.44,2023-11-28 19:41:14
-96.00,-58.00,-96.00,38.00,-18.00,-16.00,22.69,0.10,-0.03,-3.53,9.19,2023-11-28 19:41:14
-101.00,-58.00,-96.00,33.00,9.00,-16.12,22.87,-0.03,-0.01,-3.55,9.25,2023-11-28 19:41:14
-96.00,-58.00,-96.00,32.00,0.00,-15.56,23.19,-0.13,-0.13,-3.65,9.02,2023-11-28 19:41:14
-105.00,-58.00,-96.00,35.00,-24.00,-14.88,23.75,-0.28,-0.14,-3.38,8.73,2023-11-28 19:41:14
-106.00,-58.00,-96.00,51.00,58.00,-14.13,25.37,-0.05,-0.08,-4.02,8.40,2023-11-28 19:41:14
-106.00,-58.00,-96.00,71.00,11.00,-14.06,26.50,-0.03,-0.07,-4.27,8.48,2023-11-28 19:41:14
-99.00,-58.00,-96.00,80.00,-17.00,-13.88,27.44,0.03,-0.07,-4.45,8.62,2023-11-28 19:41:14
-101.00,-58.00,-96.00,86.00,31.00,-13.81,27.56,-0.05,0.05,-4.31,8.33,2023-11-28 19:41:14
-96.00,-58.00,-96.00,85.00,15.00,-13.94,27.06,0.15,0.10,-3.88,8.32,2023-11-28 19:41:14
-101.00,-58.00,-96.00,85.00,4.00,-14.69,28.50,0.12,-0.08,-4.94,8.31,2023-11-28 19:41:14
-95.00,-57.00,-96.00,81.00,33.00,-15.69,28.50,0.90,0.16,-4.24,8.40,2023-11-28 19:41:14
-96.00,-58.00,-96.00,81.00,0.00,-17.62,28.75,0.43,0.03,-4.72,8.24,2023-11-28 19:41:15
-101.00,-58.00,-96.00,81.00,9.00,-19.06,28.25,0.51,0.28,-4.13,8.07,2023-11-28 19:41:15
-95.00,-58.00,-96.00,75.00,25.00,-19.06,27.50,-0.22,-0.05,-4.08,8.51,2023-11-28 19:41:15
-96.00,-58.00,-96.00,71.00,12.00,-17.81,27.12,-0.67,-0.20,-4.43,8.73,2023-11-28 19:41:15
-101.00,-58.00,-96.00,68.00,0.00,-16.31,24.25,-0.41,0.24,-3.43,8.13,2023-11-28 19:41:15
-96.00,-58.00,-96.00,53.00,6.00,-15.25,22.31,-0.32,-0.04,-3.49,8.79,2023-11-28 19:41:15
-98.00,-58.00,-96.00,42.00,-23.00,-15.00,21.81,0.07,0.01,-3.43,9.00,2023-11-28 19:41:15
-99.00,-58.00,-96.00,38.00,53.00,-15.06,21.44,-0.06,0.03,-3.34,9.20,2023-11-28 19:41:15
-96.00,-58.00,-96.00,39.00,-1.00,-14.88,21.31,-0.07,0.01,-3.35,9.08,2023-11-28 19:41:15
-101.00,-58.00,-96.00,43.00,-14.00,-14.56,21.87,-0.13,-0.01,-3.45,8.86,2023-11-28 19:41:15
-98.00,-58.00,-96.00,51.00,74.00,-14.31,22.75,-0.07,-0.07,-3.75,8.74,2023-11-28 19:41:15
-96.00,-58.00,-96.00,60.00,6.00,-14.25,23.12,0.06,-0.03,-3.77,8.75,2023-11-28 19:41:15
-100.00,-58.00,-96.00,66.00,-22.00,-14.19,23.12,-0.02,-0.00,-3.55,8.64,2023-11-28 19:41:15
-101.00,-58.00,-96.00,71.00,39.00,-14.19,23.50,-0.02,0.04,-3.81,9.16,2023-11-28 19:41:15
-96.00,-58.00,-96.00,72.00,14.00,-14.25,24.00,0.10,0.10,-4.02,8.73,2023-11-28 19:41:15
-101.00,-58.00,-96.00,82.00,-6.00,-14.88,23.00,0.09,0.16,-3.50,8.85,2023-11-28 19:41:15
-96.00,-58.00,-96.00,88.00,29.00,-15.19,22.56,0.00,0.03,-3.70,9.00,2023-11-28 19:41:15
-99.00,-58.00,-96.00,92.00,-17.00,-15.56,22.31,0.08,0.17,-3.47,8.80,2023-11-28 19:41:16
