FLex_Sensor1,FLex_Sensor2,FLex_Sensor3,FLex_Sensor4,FLex_Sensor5,Orient_Y,Orient_Z,Gyro_Y,Gyro_Z,Accel_Y,Accel_Z,timestamp
19.00,6.00,25.00,41.00,45.00,25.87,42.25,0.02,0.02,-5.88,6.51,2023-11-28 19:58:41
19.00,5.00,25.00,41.00,1.00,25.87,42.31,-0.01,0.02,-5.89,6.63,2023-11-28 19:58:41
-84.00,5.00,25.00,41.00,90.00,25.62,42.63,0.05,0.13,-5.96,6.47,2023-11-28 19:58:41
-80.00,5.00,25.00,40.00,-9.00,25.37,42.88,0.03,0.10,-5.94,6.44,2023-11-28 19:58:41
-98.00,5.00,25.00,41.00,-33.00,25.12,43.00,0.02,0.04,-6.12,6.64,2023-11-28 19:58:41
-82.00,5.00,26.00,41.00,279.00,25.00,43.25,0.03,0.09,-6.12,6.66,2023-11-28 19:58:41
-49.00,5.00,26.00,41.00,-9.00,24.69,43.69,0.05,0.15,-6.08,6.51,2023-11-28 19:58:41
-72.00,5.00,26.00,41.00,-50.00,24.12,44.31,0.22,0.15,-6.27,6.53,2023-11-28 19:58:41
-81.00,5.00,25.00,41.00,57.00,22.94,45.38,0.53,0.39,-6.50,6.52,2023-11-28 19:58:41
-42.00,6.00,26.00,41.00,-14.00,19.06,46.50,1.37,1.14,-6.84,6.52,2023-11-28 19:58:41
-84.00,7.00,27.00,44.00,-59.00,13.06,48.56,1.53,1.11,-7.03,6.53,2023-11-28 19:58:41
-26.00,14.00,33.00,49.00,26.00,6.12,51.81,2.17,1.37,-7.97,6.25,2023-11-28 19:58:41
-70.00,30.00,44.00,56.00,12.00,-1.37,54.81,2.48,1.80,-8.40,5.76,2023-11-28 19:58:41
-101.00,11.00,32.00,50.00,-51.00,18.87,47.56,0.03,-0.00,-6.82,6.36,2023-11-28 19:58:43
-90.00,11.00,31.00,51.00,0.00,18.81,47.56,0.03,0.01,-6.83,6.35,2023-11-28 19:58:43
-93.00,11.00,31.00,50.00,1.00,18.69,47.63,0.10,0.03,-6.85,6.42,2023-11-28 19:58:43
-101.00,21.00,37.00,55.00,-22.00,17.81,47.81,0.43,0.13,-6.86,6.31,2023-11-28 19:58:43
-85.00,29.00,42.00,57.00,269.00,16.81,48.31,0.34,0.22,-6.75,6.14,2023-11-28 19:58:43
-91.00,31.00,43.00,57.00,-3.00,15.19,48.94,0.37,0.35,-7.07,6.22,2023-11-28 19:58:43
-101.00,30.00,41.00,55.00,-58.00,13.19,49.38,0.73,0.71,-7.26,6.20,2023-11-28 19:58:44
-76.00,27.00,38.00,50.00,89.00,8.19,49.94,1.36,1.38,-7.46,6.30,2023-11-28 19:58:44
-72.00,22.00,36.00,45.00,8.00,0.50,50.69,1.75,1.75,-7.58,6.50,2023-11-28 19:58:44
-95.00,24.00,37.00,44.00,-20.00,-5.81,52.38,1.46,1.58,-7.73,6.30,2023-11-28 19:58:44
-66.00,46.00,50.00,59.00,-5.00,-11.56,54.81,0.77,1.13,-7.81,5.64,2023-11-28 19:58:44
-72.00,66.00,58.00,73.00,-52.00,-14.56,56.44,0.52,0.69,-8.12,5.40,2023-11-28 19:58:44
-89.00,86.00,62.00,85.00,34.00,-16.19,58.38,0.08,0.15,-8.41,5.30,2023-11-28 19:58:44
-75.00,92.00,64.00,94.00,-3.00,-15.31,59.31,-0.43,-0.37,-8.25,5.05,2023-11-28 19:58:44
-87.00,92.00,66.00,97.00,24.00,-13.44,59.06,-0.40,-0.41,-8.67,4.94,2023-11-28 19:58:44
19.00,86.00,63.00,91.00,-15.00,-11.50,58.50,-0.58,-0.66,-8.12,5.13,2023-11-28 19:58:44
17.00,78.00,61.00,89.00,-1.00,-7.50,57.06,-1.20,-0.93,-7.50,4.72,2023-11-28 19:58:44
17.00,37.00,52.00,74.00,-56.00,-2.81,54.56,-1.28,-1.06,-8.25,4.32,2023-11-28 19:58:44
17.00,18.00,42.00,56.00,175.00,1.56,50.25,-1.25,-0.97,-6.97,6.67,2023-11-28 19:58:44
19.00,8.00,35.00,47.00,4.00,7.44,47.69,-1.32,-1.28,-7.34,6.97,2023-11-28 19:58:44
17.00,7.00,35.00,45.00,-39.00,11.75,46.19,-0.81,-1.04,-6.64,6.95,2023-11-28 19:58:44
17.00,7.00,35.00,44.00,304.00,14.69,45.81,-0.36,-0.55,-6.96,7.10,2023-11-28 19:58:44
-7.00,13.00,39.00,50.00,-6.00,15.88,46.06,-0.15,-0.22,-6.31,6.28,2023-11-28 19:58:44
18.00,21.00,44.00,56.00,-52.00,15.63,46.75,0.23,0.13,-7.10,6.53,2023-11-28 19:58:44
-30.00,30.00,49.00,63.00,61.00,14.31,47.13,0.42,0.29,-6.85,6.59,2023-11-28 19:58:45
-82.00,43.00,52.00,76.00,2.00,13.06,47.63,0.29,0.32,-7.02,6.79,2023-11-28 19:58:45
-100.00,68.00,58.00,91.00,19.00,11.38,48.94,0.31,0.39,-7.46,6.68,2023-11-28 19:58:45
-86.00,89.00,62.00,100.00,3.00,10.50,50.06,0.01,0.15,-7.73,6.50,2023-11-28 19:58:45
-95.00,96.00,61.00,100.00,-50.00,10.06,51.31,0.09,0.11,-7.60,5.91,2023-11-28 19:58:45
-101.00,90.00,59.00,95.00,74.00,9.63,52.00,-0.01,0.18,-7.29,5.70,2023-11-28 19:58:45
-85.00,64.00,54.00,87.00,2.00,9.00,52.50,0.11,0.21,-7.12,5.49,2023-11-28 19:58:45
-86.00,28.00,47.00,68.00,19.00,7.94,52.44,0.25,0.43,-7.57,5.81,2023-11-28 19:58:45
-95.00,15.00,38.00,48.00,3.00,4.37,51.88,1.08,0.98,-8.13,6.85,2023-11-28 19:58:45
-71.00,11.00,34.00,41.00,-14.00,-1.25,52.50,1.49,1.29,-7.86,6.42,2023-11-28 19:58:45
-93.00,10.00,34.00,38.00,-52.00,-7.06,53.69,1.86,1.45,-7.63,5.80,2023-11-28 19:58:45
-40.00,16.00,34.00,39.00,218.00,-14.56,56.31,1.68,1.44,-8.01,5.75,2023-11-28 19:58:45
-54.00,29.00,43.00,44.00,-38.00,-20.12,59.13,0.96,0.88,-8.04,4.73,2023-11-28 19:58:45
-85.00,46.00,51.00,53.00,-1.00,-22.25,60.75,0.60,0.23,-7.70,4.32,2023-11-28 19:58:45
89.00,66.00,57.00,68.00,7.00,-22.81,62.00,0.19,-0.04,-8.05,4.21,2023-11-28 19:58:45
-21.00,84.00,60.00,80.00,10.00,-23.06,62.31,0.07,0.08,-8.22,4.60,2023-11-28 19:58:45
-88.00,93.00,62.00,87.00,-29.00,-22.94,62.69,-0.02,-0.12,-8.36,4.53,2023-11-28 19:58:45
-76.00,95.00,61.00,92.00,342.00,-22.19,62.50,-0.38,-0.18,-8.12,4.37,2023-11-28 19:58:45
25.00,87.00,59.00,87.00,-12.00,-21.00,62.25,-0.37,-0.26,-8.15,4.35,2023-11-28 19:58:46
27.00,62.00,56.00,79.00,40.00,-19.50,60.44,-0.82,-0.43,-7.64,4.14,2023-11-28 19:58:46
25.00,31.00,48.00,62.00,-7.00,-16.75,56.94,-0.74,-0.54,-7.81,5.05,2023-11-28 19:58:46
25.00,14.00,38.00,45.00,-38.00,-13.31,52.69,-1.05,-0.79,-7.17,6.18,2023-11-28 19:58:46
25.00,8.00,33.00,42.00,318.00,-8.81,50.06,-1.47,-1.19,-7.53,6.68,2023-11-28 19:58:46
25.00,7.00,33.00,41.00,-12.00,-1.31,47.44,-2.03,-1.56,-7.21,6.96,2023-11-28 19:58:46
-11.00,5.00,31.00,40.00,-56.00,6.06,46.19,-1.88,-1.76,-7.10,6.86,2023-11-28 19:58:46
-84.00,4.00,30.00,41.00,116.00,12.31,44.50,-0.71,-1.44,-6.00,6.78,2023-11-28 19:58:46
-76.00,8.00,33.00,44.00,-8.00,16.25,43.81,-0.86,-1.01,-6.84,7.38,2023-11-28 19:58:46
-97.00,22.00,44.00,55.00,-46.00,20.37,43.44,-0.72,-0.73,-5.71,6.66,2023-11-28 19:58:46
