FLex_Sensor1,FLex_Sensor2,FLex_Sensor3,FLex_Sensor4,FLex_Sensor5,Orient_Y,Orient_Z,Gyro_Y,Gyro_Z,Accel_Y,Accel_Z,timestamp
-102.00,-58.00,-96.00,19.00,-76.00,6.31,10.00,0.02,0.01,-1.46,9.84,2023-11-28 18:14:54
-96.00,-57.00,-96.00,26.00,86.00,6.25,11.19,-0.07,0.09,-1.88,9.58,2023-11-28 18:14:54
-101.00,-57.00,-95.00,35.00,-2.00,6.31,12.44,0.03,0.13,-2.19,9.36,2023-11-28 18:14:55
-102.00,-58.00,-96.00,51.00,-42.00,5.81,14.00,0.17,-0.03,-2.25,9.69,2023-11-28 18:14:55
-7.00,30.00,29.00,68.00,31.00,5.44,15.88,0.14,-0.02,-2.48,9.80,2023-11-28 18:14:55
-56.00,44.00,37.00,76.00,-71.00,4.75,18.69,0.38,-0.09,-2.97,9.69,2023-11-28 18:14:55
-36.00,68.00,44.00,85.00,17.00,3.56,22.56,0.36,-0.04,-3.94,8.80,2023-11-28 18:14:55
8.00,70.00,49.00,86.00,88.00,2.56,25.19,0.42,0.04,-4.43,9.09,2023-11-28 18:14:55
-3.00,111.00,53.00,88.00,10.00,0.38,27.31,0.81,0.23,-4.40,9.12,2023-11-28 18:14:55
-47.00,151.00,60.00,88.00,-49.00,-2.19,29.25,0.93,0.26,-4.75,8.67,2023-11-28 18:14:55
-2.00,133.00,64.00,87.00,54.00,-5.37,31.37,1.11,0.19,-5.33,8.27,2023-11-28 18:14:55
-61.00,132.00,66.00,86.00,-71.00,-8.81,33.25,1.05,0.36,-5.40,8.18,2023-11-28 18:14:55
92.00,172.00,65.00,89.00,463.00,-12.81,34.75,1.84,0.67,-6.08,8.16,2023-11-28 18:14:55
-12.00,244.00,64.00,80.00,-3.00,-20.87,36.13,2.64,0.63,-5.54,7.45,2023-11-28 18:14:55
-40.00,167.00,64.00,87.00,-25.00,-27.31,37.50,2.19,0.63,-5.30,6.79,2023-11-28 18:14:55
230.00,173.00,66.00,83.00,352.00,-34.19,39.50,2.51,0.62,-5.33,5.90,2023-11-28 18:14:55
-8.00,155.00,66.00,78.00,-23.00,-42.31,42.25,3.44,1.02,-4.97,5.27,2023-11-28 18:14:55
-31.00,136.00,65.00,82.00,-27.00,-52.94,47.63,3.16,1.20,-4.80,3.78,2023-11-28 18:14:55
0.00,140.00,66.00,86.00,72.00,-60.88,54.06,2.96,1.29,-3.81,2.24,2023-11-28 18:14:55
-5.00,135.00,65.00,88.00,3.00,-70.19,69.75,3.21,1.58,-3.75,0.74,2023-11-28 18:14:55
-16.00,106.00,67.00,87.00,8.00,-75.69,97.75,2.49,1.17,-2.19,-0.80,2023-11-28 18:14:56
38.00,123.00,66.00,92.00,-13.00,-75.69,129.69,2.68,1.12,-1.88,-1.78,2023-11-28 18:14:56
-15.00,122.00,68.00,95.00,-56.00,-71.50,154.62,2.05,0.79,-1.36,-3.12,2023-11-28 18:14:56
5.00,122.00,68.00,99.00,46.00,-66.75,166.06,2.15,0.88,-1.09,-3.70,2023-11-28 18:14:56
-14.00,125.00,60.00,94.00,-29.00,-60.56,175.00,1.96,0.81,-0.26,-5.01,2023-11-28 18:14:56
-14.00,110.00,67.00,94.00,-5.00,-55.25,179.69,1.84,0.69,0.03,-5.81,2023-11-28 18:14:56
16.00,105.00,64.00,98.00,55.00,-49.88,-176.56,1.47,0.57,0.03,-6.58,2023-11-28 18:14:56
99.00,135.00,66.00,101.00,242.00,-46.50,-174.69,0.98,0.30,0.62,-7.19,2023-11-28 18:14:56
-15.00,144.00,68.00,102.00,19.00,-44.75,-174.19,0.29,-0.12,0.38,-6.82,2023-11-28 18:14:56
23.00,145.00,64.00,95.00,114.00,-45.00,-174.62,-0.28,-0.09,0.52,-7.75,2023-11-28 18:14:56
-19.00,109.00,63.00,91.00,-21.00,-46.63,-175.44,-0.89,-0.27,0.67,-6.90,2023-11-28 18:14:56
-44.00,134.00,63.00,85.00,-33.00,-51.00,-177.44,-1.41,-0.50,-0.08,-6.01,2023-11-28 18:14:56
106.00,130.00,64.00,83.00,329.00,-55.56,-178.94,-2.10,-0.67,0.64,-5.64,2023-11-28 18:14:56
-32.00,109.00,61.00,78.00,-3.00,-64.94,172.31,-3.10,-1.96,-0.46,-4.46,2023-11-28 18:14:56
-41.00,106.00,61.00,78.00,-67.00,-72.12,150.50,-3.83,-2.29,-0.41,-3.40,2023-11-28 18:14:56
-43.00,116.00,60.00,76.00,40.00,-72.87,110.94,-2.20,-1.98,-2.79,-1.25,2023-11-28 18:14:56
-21.00,107.00,60.00,75.00,-6.00,-69.87,90.31,-2.47,-1.33,-3.55,-0.33,2023-11-28 18:14:56
-38.00,105.00,61.00,76.00,-71.00,-66.00,72.69,-1.88,-0.51,-3.91,1.25,2023-11-28 18:14:56
10.00,103.00,59.00,74.00,472.00,-60.88,60.00,-2.91,-0.95,-4.07,2.02,2023-11-28 18:14:57
-12.00,99.00,56.00,73.00,-20.00,-53.69,51.44,-2.45,-1.28,-4.31,3.59,2023-11-28 18:14:57
-17.00,113.00,56.00,79.00,0.00,-45.56,46.75,-2.54,-1.29,-5.21,4.43,2023-11-28 18:14:57
-14.00,108.00,51.00,78.00,57.00,-37.63,41.44,-3.02,-0.83,-5.01,5.67,2023-11-28 18:14:57
-10.00,120.00,47.00,69.00,17.00,-30.62,35.69,-1.65,-0.40,-4.99,6.33,2023-11-28 18:14:57
-15.00,70.00,33.00,48.00,-65.00,-26.44,30.44,-1.93,0.01,-4.14,7.91,2023-11-28 18:14:57
-106.00,-58.00,-96.00,35.00,487.00,-22.44,25.62,-1.02,-0.02,-3.65,9.01,2023-11-28 18:14:57
-106.00,-58.00,-95.00,26.00,2.00,-18.50,23.94,-1.30,-0.14,-3.82,8.53,2023-11-28 18:14:57
-106.00,-58.00,-96.00,16.00,-65.00,-14.50,22.62,-1.82,0.04,-3.84,8.54,2023-11-28 18:14:57
-106.00,-58.00,-96.00,12.00,14.00,-7.44,19.25,-2.42,-0.07,-3.80,8.96,2023-11-28 18:14:57
-106.00,-58.00,-96.00,10.00,-77.00,-1.87,14.63,-1.83,0.23,-2.35,9.38,2023-11-28 18:14:57
-106.00,-57.00,-96.00,9.00,109.00,2.31,8.38,-0.31,0.03,0.04,11.14,2023-11-28 18:14:57
-93.00,-58.00,-96.00,9.00,0.00,2.25,6.37,-0.46,0.06,-0.61,9.76,2023-11-28 18:14:57
-92.00,-58.00,-96.00,8.00,-29.00,2.37,5.87,0.37,-0.20,-0.96,9.52,2023-11-28 18:14:57
-101.00,-57.00,-96.00,6.00,-35.00,1.69,5.50,0.14,-0.09,-0.96,9.77,2023-11-28 18:14:57
-98.00,-58.00,-96.00,4.00,20.00,0.81,5.81,0.50,-0.13,-0.61,10.05,2023-11-28 18:14:57
-102.00,-58.00,-96.00,3.00,-77.00,-0.13,8.19,0.21,0.09,-1.14,9.79,2023-11-28 18:14:57
-94.00,-57.00,-96.00,12.00,320.00,-0.75,11.81,0.29,0.04,-2.10,9.32,2023-11-28 18:14:57
-91.00,-57.00,-96.00,29.00,-6.00,-2.19,16.94,0.60,0.04,-2.42,9.41,2023-11-28 18:14:58
-101.00,-58.00,-96.00,52.00,-32.00,-3.62,22.69,0.13,0.20,-4.00,9.29,2023-11-28 18:14:58
-86.00,-57.00,-95.00,82.00,84.00,-4.75,27.25,0.61,0.19,-4.41,8.40,2023-11-28 18:14:58
-94.00,-57.00,-96.00,84.00,0.00,-7.56,31.31,0.92,0.26,-5.38,8.44,2023-11-28 18:14:58
-101.00,-57.00,-95.00,92.00,-59.00,-10.63,33.88,1.32,0.20,-5.43,8.01,2023-11-28 18:14:58
-81.00,-57.00,-96.00,92.00,466.00,-15.13,36.50,1.70,0.28,-5.76,7.53,2023-11-28 18:14:58
-99.00,-57.00,-96.00,87.00,-8.00,-19.75,38.00,1.78,0.54,-5.91,7.32,2023-11-28 18:14:58
-101.00,-57.00,-96.00,85.00,-30.00,-25.75,40.00,1.93,0.63,-5.44,6.97,2023-11-28 18:14:58
